query_id,bought_rate,n_rows,strata,split
q_001542,0.0,3,0%,train
q_001543,0.0,2,0%,test
q_001544,0.25,8,1-33%,train
q_001545,0.14285714285714285,7,1-33%,train
q_001546,0.0,4,0%,train
q_001547,0.125,8,1-33%,train
q_001548,0.16666666666666666,6,1-33%,train
q_001549,0.16666666666666666,6,1-33%,train
q_001550,0.14285714285714285,7,1-33%,valid
q_001551,0.0,8,0%,train
q_001552,0.25,4,1-33%,train
q_001553,0.0,5,0%,train
q_001554,0.5,2,34-100%,train
q_001555,0.25,4,1-33%,train
q_001556,0.125,8,1-33%,valid
q_001557,0.0,3,0%,valid
q_001558,0.0,8,0%,train
q_001559,0.5,2,34-100%,train
q_001560,0.0,5,0%,train
q_001561,0.5,2,34-100%,valid
q_001562,0.3333333333333333,3,34-100%,train
q_001563,0.5,2,34-100%,train
q_001564,0.0,4,0%,test
q_001565,0.0,7,0%,train
q_001566,0.0,2,0%,train
q_001567,0.0,3,0%,valid
q_001568,0.5,2,34-100%,valid
q_001569,0.14285714285714285,7,1-33%,train
q_001570,0.0,6,0%,train
q_001571,0.2857142857142857,7,1-33%,test
q_001572,0.2857142857142857,7,1-33%,train
q_001573,0.16666666666666666,6,1-33%,train
q_001574,0.3333333333333333,3,34-100%,train
q_001575,0.0,3,0%,train
q_001576,0.14285714285714285,7,1-33%,train
q_001577,0.0,4,0%,test
q_001578,0.0,6,0%,train
q_001579,0.5,4,34-100%,train
q_001580,0.2857142857142857,7,1-33%,test
q_001581,0.0,4,0%,train
q_001582,0.0,7,0%,train
q_001583,0.0,8,0%,train
q_001584,0.0,6,0%,valid
q_001585,0.0,5,0%,train
q_001586,0.14285714285714285,7,1-33%,train
q_001587,0.3333333333333333,3,34-100%,train
q_001588,0.0,7,0%,train
q_001589,0.0,7,0%,valid
q_001590,0.0,8,0%,train
q_001591,0.0,5,0%,test
q_001592,0.0,3,0%,train
q_001593,0.16666666666666666,6,1-33%,valid
q_001594,0.0,6,0%,test
q_001595,0.16666666666666666,6,1-33%,test
q_001596,0.0,6,0%,train
q_001597,0.0,2,0%,train
q_001598,0.0,6,0%,test
q_001599,0.0,4,0%,train
q_001600,0.3333333333333333,3,34-100%,train
q_001601,0.3333333333333333,3,34-100%,valid
q_001602,0.25,4,1-33%,valid
q_001603,0.4,5,34-100%,train
q_001604,0.2857142857142857,7,1-33%,test
q_001605,0.16666666666666666,6,1-33%,train
q_001606,0.0,5,0%,test
q_001607,0.0,6,0%,test
q_001608,0.0,3,0%,test
q_001609,0.0,4,0%,train
q_001610,0.14285714285714285,7,1-33%,train
q_001611,0.0,6,0%,train
q_001612,0.2857142857142857,7,1-33%,train
q_001613,0.0,5,0%,valid
q_001614,0.0,3,0%,train
q_001615,0.0,3,0%,train
q_001616,0.0,3,0%,train
q_001617,0.5,4,34-100%,valid
q_001618,0.25,4,1-33%,train
q_001619,0.0,6,0%,train
q_001620,0.0,6,0%,train
q_001621,0.0,2,0%,valid
q_001622,0.0,3,0%,train
q_001623,0.0,4,0%,train
q_001624,0.25,4,1-33%,train
q_001625,0.0,8,0%,train
q_001626,0.0,5,0%,train
q_001627,0.5,4,34-100%,valid
q_001628,0.0,6,0%,train
q_001629,0.0,8,0%,train
q_001630,0.0,4,0%,valid
q_001631,0.0,6,0%,test
q_001632,0.2857142857142857,7,1-33%,test
q_001633,0.0,6,0%,valid
q_001634,0.4,5,34-100%,train
q_001635,0.0,7,0%,train
q_001636,0.5,2,34-100%,train
q_001637,0.25,4,1-33%,train
q_001638,0.125,8,1-33%,train
q_001639,0.0,5,0%,valid
q_001640,0.0,7,0%,test
q_001641,0.5,2,34-100%,train
q_001642,0.0,4,0%,valid
q_001643,0.4,5,34-100%,train
q_001644,0.375,8,34-100%,train
q_001645,0.6666666666666666,3,34-100%,valid
q_001646,0.3333333333333333,3,34-100%,train
q_001647,0.0,2,0%,test
q_001648,0.0,2,0%,valid
q_001649,0.0,6,0%,train
q_001650,0.0,4,0%,train
q_001651,0.0,6,0%,train
q_001652,0.3333333333333333,3,34-100%,valid
q_001653,0.0,7,0%,train
q_001654,0.14285714285714285,7,1-33%,train
q_001655,0.0,3,0%,train
q_001656,0.25,8,1-33%,train
q_001657,0.25,8,1-33%,train
q_001658,0.0,5,0%,valid
q_001659,0.16666666666666666,6,1-33%,train
q_001660,0.0,3,0%,test
q_001661,0.14285714285714285,7,1-33%,train
q_001662,0.0,7,0%,train
q_001663,0.3333333333333333,3,34-100%,test
q_001664,0.2,5,1-33%,test
q_001665,0.0,5,0%,train
q_001666,0.2,5,1-33%,train
q_001667,0.0,7,0%,train
q_001668,0.2,5,1-33%,train
q_001669,0.0,2,0%,train
q_001670,0.125,8,1-33%,train
q_001671,0.0,4,0%,train
q_001672,0.2857142857142857,7,1-33%,train
q_001673,0.125,8,1-33%,test
q_001674,0.0,4,0%,test
q_001675,0.3333333333333333,6,34-100%,train
q_001676,0.0,6,0%,test
q_001677,0.0,3,0%,train
q_001678,0.2,5,1-33%,train
q_001679,0.0,5,0%,test
q_001680,0.16666666666666666,6,1-33%,train
q_001681,0.2,5,1-33%,train
q_001682,0.0,6,0%,train
q_001683,0.25,8,1-33%,train
q_001684,0.25,8,1-33%,train
q_001685,0.2857142857142857,7,1-33%,valid
q_001686,0.125,8,1-33%,valid
q_001687,0.2857142857142857,7,1-33%,train
q_001688,0.25,4,1-33%,train
q_001689,0.14285714285714285,7,1-33%,train
q_001690,0.25,4,1-33%,train
q_001691,0.0,2,0%,valid
q_001692,0.125,8,1-33%,train
q_001693,0.0,4,0%,train
q_001694,0.6666666666666666,3,34-100%,train
q_001695,0.0,5,0%,train
q_001696,0.0,3,0%,train
q_001697,0.6,5,34-100%,train
q_001698,0.16666666666666666,6,1-33%,train
q_001699,0.0,3,0%,train
q_001700,0.0,4,0%,train
q_001701,0.3333333333333333,3,34-100%,train
q_001702,0.5,2,34-100%,train
q_001703,0.3333333333333333,6,34-100%,test
q_001704,0.0,5,0%,train
q_001705,0.0,7,0%,valid
q_001706,0.2857142857142857,7,1-33%,test
q_001707,0.6,5,34-100%,test
q_001708,0.0,2,0%,train
q_001709,0.0,8,0%,valid
q_001710,0.42857142857142855,7,34-100%,train
q_001711,0.14285714285714285,7,1-33%,valid
q_001712,0.16666666666666666,6,1-33%,train
q_001713,0.0,6,0%,train
q_001714,0.5,2,34-100%,test
q_001715,0.2857142857142857,7,1-33%,train
q_001716,0.0,4,0%,train
q_001717,0.0,3,0%,test
q_001718,0.0,4,0%,train
q_001719,0.2857142857142857,7,1-33%,train
q_001720,0.0,6,0%,train
q_001721,0.25,8,1-33%,train
q_001722,0.16666666666666666,6,1-33%,train
q_001723,0.0,2,0%,test
q_001724,0.5,2,34-100%,train
q_001725,0.16666666666666666,6,1-33%,test
q_001726,0.0,3,0%,train
q_001727,0.0,2,0%,train
q_001728,0.0,8,0%,train
q_001729,0.3333333333333333,3,34-100%,test
q_001730,0.0,8,0%,train
q_001731,0.0,3,0%,train
q_001732,0.0,5,0%,valid
q_001733,0.125,8,1-33%,train
q_001734,0.0,2,0%,train
q_001735,0.3333333333333333,3,34-100%,valid
q_001736,0.25,8,1-33%,train
q_001737,0.0,3,0%,train
q_001738,0.0,3,0%,train
q_001739,0.2,5,1-33%,train
q_001740,0.0,5,0%,train
q_001741,0.2857142857142857,7,1-33%,test
q_001742,0.0,4,0%,train
q_001743,0.2,5,1-33%,train
q_001744,0.3333333333333333,3,34-100%,train
q_001745,0.0,3,0%,train
q_001746,0.0,4,0%,test
q_001747,0.125,8,1-33%,train
q_001748,0.0,8,0%,train
q_001749,0.0,3,0%,train
q_001750,0.5,2,34-100%,test
q_001751,0.0,8,0%,train
q_001752,0.2857142857142857,7,1-33%,valid
q_001753,0.2,5,1-33%,train
q_001754,0.2857142857142857,7,1-33%,test
q_001755,0.0,3,0%,train
q_001756,0.0,2,0%,train
q_001757,0.2,5,1-33%,train
q_001758,0.0,7,0%,train
q_001759,0.25,8,1-33%,test
q_001760,0.0,3,0%,valid
q_001761,0.0,7,0%,train
q_001762,0.125,8,1-33%,valid
q_001763,0.0,6,0%,train
q_001764,0.0,5,0%,train
q_001765,0.14285714285714285,7,1-33%,train
q_001766,0.0,2,0%,test
q_001767,0.0,2,0%,test
q_001768,0.0,2,0%,valid
q_001769,0.0,6,0%,train
q_001770,0.42857142857142855,7,34-100%,train
q_001771,0.0,6,0%,train
q_001772,0.0,6,0%,test
q_001773,0.0,5,0%,valid
q_001774,0.0,2,0%,valid
q_001775,0.16666666666666666,6,1-33%,train
q_001776,0.16666666666666666,6,1-33%,train
q_001777,0.16666666666666666,6,1-33%,train
q_001778,0.0,4,0%,test
q_001779,0.25,4,1-33%,train
q_001780,0.125,8,1-33%,valid
q_001781,0.0,2,0%,train
q_001782,0.5,2,34-100%,train
q_001783,0.0,7,0%,test
q_001784,0.0,5,0%,train
q_001785,0.25,8,1-33%,train
q_001786,0.0,4,0%,train
q_001787,0.0,4,0%,valid
q_001788,0.0,4,0%,train
q_001789,0.3333333333333333,6,34-100%,train
q_001790,0.0,7,0%,test
q_001791,0.0,3,0%,train
q_001792,0.0,5,0%,valid
q_001793,0.25,4,1-33%,test
q_001794,0.0,5,0%,train
q_001795,0.5,2,34-100%,train
q_001796,0.16666666666666666,6,1-33%,train
q_001797,0.0,7,0%,train
q_001798,0.0,5,0%,train
q_001799,0.3333333333333333,3,34-100%,train
q_001800,0.3333333333333333,3,34-100%,train
q_001801,0.0,3,0%,valid
q_001802,0.0,4,0%,train
q_001803,0.0,5,0%,train
q_001804,0.0,2,0%,train
q_001805,0.14285714285714285,7,1-33%,train
q_001806,0.0,2,0%,train
q_001807,0.0,3,0%,train
q_001808,0.125,8,1-33%,train
q_001809,0.0,8,0%,train
q_001810,0.0,5,0%,train
q_001811,0.0,4,0%,test
q_001812,0.125,8,1-33%,train
q_001813,0.25,8,1-33%,train
q_001814,0.125,8,1-33%,train
q_001815,0.0,8,0%,train
q_001816,0.125,8,1-33%,train
q_001817,0.0,3,0%,train
q_001818,0.0,5,0%,train
q_001819,0.0,8,0%,train
q_001820,0.0,2,0%,test
q_001821,0.125,8,1-33%,train
q_001822,0.0,3,0%,train
q_001823,0.0,4,0%,valid
q_001824,0.16666666666666666,6,1-33%,test
q_001825,0.14285714285714285,7,1-33%,train
q_001826,0.0,3,0%,train
q_001827,0.5,2,34-100%,valid
q_001828,0.4,5,34-100%,train
q_001829,0.0,8,0%,valid
q_001830,0.0,6,0%,train
q_001831,0.0,8,0%,valid
q_001832,0.14285714285714285,7,1-33%,train
q_001833,0.16666666666666666,6,1-33%,train
q_001834,0.2,5,1-33%,train
q_001835,0.0,2,0%,train
q_001836,0.3333333333333333,6,34-100%,train
q_001837,0.0,2,0%,train
q_001838,0.0,5,0%,train
q_001839,0.0,2,0%,valid
q_001840,0.0,3,0%,train
q_001841,0.375,8,34-100%,train
q_001842,0.0,6,0%,train
q_001843,0.0,6,0%,train
q_001844,0.16666666666666666,6,1-33%,train
q_001845,0.0,7,0%,test
q_001846,0.0,3,0%,train
q_001847,0.16666666666666666,6,1-33%,train
q_001848,0.2857142857142857,7,1-33%,train
q_001849,0.0,5,0%,test
q_001850,0.14285714285714285,7,1-33%,valid
q_001851,0.25,8,1-33%,valid
q_001852,0.0,2,0%,valid
q_001853,0.0,6,0%,train
q_001854,0.0,3,0%,train
q_001855,0.0,8,0%,test
q_001856,0.5,2,34-100%,test
q_001857,0.5,4,34-100%,train
q_001858,0.0,2,0%,train
q_001859,0.0,3,0%,train
q_001860,0.0,3,0%,train
q_001861,0.0,3,0%,test
q_001862,0.0,5,0%,test
q_001863,0.14285714285714285,7,1-33%,train
q_001864,0.6,5,34-100%,train
q_001865,0.125,8,1-33%,train
q_001866,0.25,4,1-33%,train
q_001867,0.125,8,1-33%,valid
q_001868,0.0,2,0%,train
q_001869,0.0,3,0%,test
q_001870,0.0,5,0%,train
q_001871,0.375,8,34-100%,test
q_001872,0.125,8,1-33%,valid
q_001873,0.125,8,1-33%,train
q_001874,0.25,4,1-33%,train
q_001875,0.0,2,0%,train
q_001876,0.4,5,34-100%,test
q_001877,0.0,6,0%,train
q_001878,0.3333333333333333,3,34-100%,train
q_001879,0.0,2,0%,train
q_001880,0.0,8,0%,train
q_001881,0.0,3,0%,test
q_001882,0.25,8,1-33%,train
q_001883,0.0,2,0%,test
q_001884,0.16666666666666666,6,1-33%,train
q_001885,0.0,4,0%,train
q_001886,0.2,5,1-33%,train
q_001887,0.25,4,1-33%,train
q_001888,0.5,2,34-100%,valid
q_001889,0.3333333333333333,3,34-100%,train
q_001890,0.5,2,34-100%,valid
q_001891,0.0,3,0%,train
q_001892,0.0,3,0%,train
q_001893,0.0,7,0%,test
q_001894,0.0,6,0%,train
q_001895,0.0,3,0%,train
q_001896,0.0,2,0%,test
q_001897,0.16666666666666666,6,1-33%,train
q_001898,0.25,4,1-33%,train
q_001899,0.0,5,0%,train
q_001900,0.0,7,0%,valid
q_001901,0.2857142857142857,7,1-33%,train
q_001902,0.0,7,0%,train
q_001903,0.16666666666666666,6,1-33%,train
q_001904,0.0,2,0%,test
q_001905,0.0,4,0%,train
q_001906,0.2857142857142857,7,1-33%,train
q_001907,0.3333333333333333,3,34-100%,train
q_001908,0.14285714285714285,7,1-33%,test
q_001909,0.0,3,0%,train
q_001910,0.25,8,1-33%,train
q_001911,0.14285714285714285,7,1-33%,train
q_001912,0.3333333333333333,3,34-100%,train
q_001913,0.0,5,0%,test
q_001914,0.16666666666666666,6,1-33%,train
q_001915,0.5,2,34-100%,train
q_001916,0.3333333333333333,6,34-100%,train
q_001917,0.0,2,0%,train
q_001918,0.16666666666666666,6,1-33%,test
q_001919,0.0,2,0%,train
q_001920,0.16666666666666666,6,1-33%,train
q_001921,0.0,4,0%,train
q_001922,0.2857142857142857,7,1-33%,train
q_001923,0.16666666666666666,6,1-33%,train
q_001924,0.5,2,34-100%,train
q_001925,0.0,6,0%,train
q_001926,0.16666666666666666,6,1-33%,train
q_001927,0.0,7,0%,train
q_001928,0.0,3,0%,train
q_001929,0.5,4,34-100%,valid
q_001930,0.14285714285714285,7,1-33%,train
q_001931,0.0,7,0%,train
q_001932,0.25,4,1-33%,train
q_001933,0.0,8,0%,valid
q_001934,0.0,2,0%,train
q_001935,0.2,5,1-33%,test
q_001936,0.0,6,0%,train
q_001937,0.25,8,1-33%,valid
q_001938,0.25,4,1-33%,train
q_001939,0.25,4,1-33%,test
q_001940,0.0,3,0%,test
q_001941,0.0,6,0%,train
q_001942,0.25,8,1-33%,train
q_001943,0.14285714285714285,7,1-33%,valid
q_001944,0.0,6,0%,train
q_001945,0.16666666666666666,6,1-33%,test
q_001946,0.0,5,0%,test
q_001947,0.375,8,34-100%,valid
q_001948,0.0,8,0%,train
q_001949,0.0,3,0%,valid
q_001950,0.0,2,0%,train
q_001951,0.0,3,0%,train
q_001952,0.14285714285714285,7,1-33%,train
q_001953,0.0,5,0%,train
q_001954,0.5,6,34-100%,train
q_001955,0.2,5,1-33%,valid
q_001956,0.5,2,34-100%,train
q_001957,0.16666666666666666,6,1-33%,test
q_001958,0.0,2,0%,train
q_001959,0.0,6,0%,test
q_001960,0.0,7,0%,train
q_001961,0.0,8,0%,valid
q_001962,0.0,4,0%,train
q_001963,0.0,3,0%,train
q_001964,0.0,5,0%,test
q_001965,0.5,2,34-100%,train
q_001966,0.0,7,0%,train
q_001967,0.0,2,0%,valid
q_001968,0.0,5,0%,train
q_001969,0.3333333333333333,6,34-100%,test
q_001970,0.3333333333333333,3,34-100%,train
q_001971,0.5,2,34-100%,train
q_001972,0.0,7,0%,valid
q_001973,0.3333333333333333,6,34-100%,test
q_001974,0.5,2,34-100%,valid
q_001975,0.0,6,0%,test
q_001976,0.125,8,1-33%,test
q_001977,0.0,2,0%,train
q_001978,0.2857142857142857,7,1-33%,train
q_001979,0.0,2,0%,train
q_001980,0.0,5,0%,valid
q_001981,0.0,8,0%,train
q_001982,0.2857142857142857,7,1-33%,test
q_001983,0.0,6,0%,valid
q_001984,0.0,3,0%,train
q_001985,0.0,8,0%,train
q_001986,0.5,4,34-100%,train
q_001987,0.42857142857142855,7,34-100%,valid
q_001988,0.0,4,0%,train
q_001989,0.0,2,0%,train
q_001990,0.16666666666666666,6,1-33%,valid
q_001991,0.0,4,0%,test
q_001992,0.0,2,0%,test
q_001993,0.2,5,1-33%,valid
q_001994,0.0,4,0%,test
q_001995,0.0,4,0%,train
q_001996,0.0,3,0%,test
q_001997,0.125,8,1-33%,train
q_001998,0.2857142857142857,7,1-33%,train
q_001999,0.5,2,34-100%,train
q_002000,0.0,3,0%,train
q_002001,0.0,3,0%,test
q_002002,0.3333333333333333,6,34-100%,train
q_002003,0.0,3,0%,valid
q_002004,0.0,3,0%,train
q_002005,0.0,5,0%,test
q_002006,0.125,8,1-33%,train
q_002007,0.0,4,0%,train
q_002008,0.0,8,0%,train
q_002009,0.14285714285714285,7,1-33%,valid
q_002010,0.14285714285714285,7,1-33%,test
q_002011,0.0,4,0%,train
q_002012,0.0,1,0%,train
