price,net_weight_oz,nutrition_score,etapa
1.796472600234638,0.09523491849396726,0.25584226010212335,z-score
1.716640010018205,-0.4709496162091689,0.5997933155833558,z-score
1.484238469610366,-0.45445880451878634,-0.011675227494390806,z-score
0.5315695596942644,-0.4565201559800841,0.17940869221740502,z-score
0.465929429960753,0.7796036036448454,0.3322758279868417,z-score
-1.0810487626776843,-0.5922257938488577,0.10297512433268668,z-score
-0.43529181070475875,-0.3988023150637451,-0.04989201143674997,z-score
-0.5577017823699562,-0.5152686726270722,-0.20275914720618662,z-score
-1.0615341295136675,-0.5808883608117197,1.4787793462576166,z-score
-0.703174502319901,0.08905086411007379,1.6316464820270533,z-score
-0.21176055809874608,-0.5832932708499005,1.7080800499117716,z-score
-0.28627097563408366,-0.4592686245951479,1.1348282907763843,z-score
2.479484760975232,1.3004384061994292,-1.9607312085547082,z-score
1.4469832608426971,0.7799471622217282,-1.9607312085547082,z-score
1.6740626285694404,-0.6509743104958458,-1.9607312085547082,z-score
-0.8628396827527671,0.890229465401162,-1.9607312085547082,z-score
2.793492949159869,0.32782407504373856,-1.9607312085547082,z-score
-0.9196095246844529,3.3851518507252973,0.5997933155833558,z-score
-0.9160614095637226,3.7022564171882797,-0.04989201143674997,z-score
-0.041451032303688795,-0.4132317752928298,1.1348282907763843,z-score
-0.06628783814880111,0.1742533911770506,0.17940869221740502,z-score
-0.33417052976394346,-0.4438084886354142,0.3322758279868417,z-score
-0.4796432497138883,-0.5602748461987413,-0.31740949903326415,z-score
-1.127174259247179,-0.2156855935851215,0.40870939587156,z-score
-0.35723327804869076,-0.7695020195204707,-0.2409759311485458,z-score
0.09337734228406486,-0.6238331829220911,0.5233597476986375,z-score
-0.17095723421034686,-0.6145571013462507,0.2176254761597642,z-score
-0.9462203880899307,0.19692825725132657,0.40870939587156,z-score
-0.5257687462833829,-0.41975938825360626,0.10297512433268668,z-score
0.6841385098856699,-0.5929129110026236,0.4469261798139192,z-score
2.6089909628818906,-0.6918577811449192,1.2112618586611026,z-score
-0.39626254437672487,-0.7093792685659508,0.40870939587156,z-score
3.318613987027962,-0.4273176769450316,0.2940590440444825,z-score
1.7680876792687952,-0.4444956057891801,0.638010099525715,z-score
0.1465990690950204,0.6645114803890501,-1.9607312085547082,z-score
0.5422139050564556,0.7538367103786225,-1.9607312085547082,z-score
1.1418453604598864,0.8270146872546954,-1.9607312085547082,z-score
-0.7776849198552385,-0.6939191326062171,-1.9607312085547082,z-score
0.011770694507266736,-0.40155078367880875,-1.9607312085547082,z-score
-0.9231576398051833,-0.5822625951192516,-1.9607312085547082,z-score
0.2778793285620438,-0.4139188924465957,-1.9607312085547082,z-score
0.24949440759620087,-0.7155633229498443,-1.9607312085547082,z-score
-0.8663877978734975,-0.4359066413671059,-1.9607312085547082,z-score
0.909443820052048,-0.5657717834288689,-0.16454236326382746,z-score
-0.07338406839026199,0.11859690172200915,0.48514296375627836,z-score
0.604305919669237,0.14814293933394465,0.3322758279868417,z-score
0.5244733294528036,-0.4455262815198291,-0.47027663480270077,z-score
-0.9426722729692004,0.07874410680358464,-0.5849269866297783,z-score
-0.733333480846109,-0.5149251140501893,0.5997933155833558,z-score
-0.7422037686479349,-0.5637104319675712,0.5997933155833558,z-score
-0.30223749367737024,-0.5887902080800279,-0.2409759311485458,z-score
-0.869935912994228,-0.352765465761427,0.2176254761597642,z-score
-0.30933372391883096,-0.34623785280065045,0.14119190827504585,z-score
-0.5009319404382705,-0.541722683047061,0.4469261798139192,z-score
-0.5470574370077651,-0.600471199694049,-0.4320598508603416,z-score
-0.5843126457754338,-0.5877595323493789,-0.5467102026874191,z-score
-0.3288483570828479,-0.5963484967714533,1.4405625623152574,z-score
-1.253132346033107,0.1323392447973282,1.096611506834025,z-score
-1.0225048631856333,-0.5936000281563896,1.6316464820270533,z-score
-0.5346390340852087,-0.7025080970282914,-0.8906612581686516,z-score
-0.2720785151511622,-0.5791705679273047,-1.234612313649884,z-score
-1.0881449929191451,-0.7042258899127062,-0.8524444742262924,z-score
-0.3554592204883256,-0.24454451404329103,0.40870939587156,z-score
-0.9444463305295655,-0.7928640027485128,-0.47027663480270077,z-score
-0.9710571939350433,-0.7688149023667048,-0.08810879537910914,z-score
-1.1147558563246227,-0.2600046500030247,-1.005311609995729,z-score
-0.5310909189644785,-0.28989424619184323,-0.39384306691798243,z-score
-0.7386556535272046,-0.44964898444242474,-0.4320598508603416,z-score
-0.6304381423449286,-0.6056245783472936,-0.011675227494390806,z-score
1.0921717487696614,-0.5929129110026236,-0.39384306691798243,z-score
0.8491258629996317,-0.4472440744042439,0.86731080317987,z-score
-0.8929986612789753,0.18490370706042253,-0.011675227494390806,z-score
0.10579574520662118,-0.5863852980418471,0.5233597476986375,z-score
0.8987994746898569,-0.4548023630956693,0.7144436674104333,z-score
-1.1200780290057184,-0.42250785686867,-0.279192715090905,z-score
-0.44061398338585434,-0.4444956057891801,0.86731080317987,z-score
0.7018790854893217,-0.1902622588957817,0.40870939587156,z-score
0.06676647887858742,0.6545482816594439,0.3322758279868417,z-score
0.1430509539742901,0.044731807692170444,0.48514296375627836,z-score
1.8904976509339924,0.7916281538357494,0.25584226010212335,z-score
0.7888079059472155,0.6885605807708581,-0.20275914720618662,z-score
0.2991680192864258,0.1512349665258915,0.638010099525715,z-score
0.21578731394926254,-0.14216405813216568,-0.04989201143674997,z-score
1.3387657496604213,-0.4218207397149041,-0.16454236326382746,z-score
2.007585449918094,-0.3988023150637451,-0.3556262829756233,z-score
-0.3678776234108819,-0.5509987646229011,0.40870939587156,z-score
-0.39803660193709,-0.3005445620752153,0.14119190827504585,z-score
-1.0828228202380494,-0.2483236583890037,-1.1199619618228065,z-score
-0.01484016889821103,-0.14456896817034648,0.638010099525715,z-score
2.3588488468704,0.08836374695630775,0.17940869221740502,z-score
1.5658451173871646,-0.4482747501348929,-0.31740949903326415,z-score
0.7976781937490416,0.6555789573900929,0.06475834039032753,z-score
-0.586086703335799,0.08595883691812706,0.25584226010212335,z-score
-0.781233034975969,0.07668275534228673,0.5233597476986375,z-score
0.6681719918423833,-0.13460576944074035,-0.20275914720618662,z-score
0.32400482513153844,-0.4520538944806055,0.02654155644796836,z-score
-0.536413091645574,-0.6169620113844315,-0.5467102026874191,z-score
1.8479202694852281,0.7668919363001755,-1.9607312085547082,z-score
-0.5577017823699562,0.3535909683099614,-1.9607312085547082,z-score
0.1306325510517338,1.3447574626173326,-1.9607312085547082,z-score
1.5374601964213217,-0.622115390037676,-1.9607312085547082,z-score
1.8124391182779247,-0.6348270573823461,-1.9607312085547082,z-score
2.8892920574195897,1.529591976980371,-1.9607312085547082,z-score
-0.5577017823699562,0.16806933679315714,0.48514296375627836,z-score
0.7675192152228335,-0.5966920553483362,0.86731080317987,z-score
0.8171928269130584,0.1172226674144773,0.25584226010212335,z-score
-0.4938357101968097,-0.4438084886354142,0.02654155644796836,z-score
-0.1461204283652344,0.061909736536318996,-0.5849269866297783,z-score
-0.3714257385316122,-0.3441765013393527,-0.5849269866297783,z-score
-0.8202623013040029,-0.6028761097322298,-0.08810879537910914,z-score
0.3754524943821285,-0.42147718113802113,0.5233597476986375,z-score
2.147735997186944,-0.4273176769450316,0.638010099525715,z-score
2.0004892196766337,0.13611838914304084,0.14119190827504585,z-score
0.23707600467364456,-0.7035387727589404,0.4469261798139192,z-score
2.059033119168685,-0.6994160698363445,0.9437443710645883,z-score
0.11998820568954263,-0.7004467455669935,0.86731080317987,z-score
-0.8362288193472894,0.0849281611874781,1.287695426545821,z-score
-0.018388284018941315,0.5470144470950742,1.7080800499117716,z-score
-0.7155929052424572,-0.46785758901722213,1.4023457783728983,z-score
-0.0006477084152895763,0.1220324874908389,1.2494786426034616,z-score
-0.47254701947242755,0.5789653947451905,1.4023457783728983,z-score
0.0543480759560311,0.08114901684176545,1.7080800499117716,z-score
-0.5523796096888607,0.35049894111801455,-1.9607312085547082,z-score
0.33642322805409475,1.386671608997055,-1.9607312085547082,z-score
1.1844227419086508,0.6600452188895716,-1.9607312085547082,z-score
-0.49738382531754,-0.28989424619184323,-0.3556262829756233,z-score
-0.8504212798302109,-0.30363658926716214,0.2940590440444825,z-score
-1.0668563021947628,-0.3190967252268958,0.48514296375627836,z-score
-0.5825385882150688,-0.3441765013393527,-0.011675227494390806,z-score
-1.0313751509874594,-0.24488807262017406,-0.5849269866297783,z-score
-0.48851353751571414,-0.5207656098571997,-0.20275914720618662,z-score
-0.9302538700466441,-0.5070232667818809,-0.6613605545144966,z-score
-0.4583545589895061,-0.3816243862195965,-0.011675227494390806,z-score
-0.7563962291308564,0.6947446351547516,1.058394722891666,z-score
-1.28506538211968,0.11447419879941359,1.1730450747187433,z-score
-1.2407139431105505,0.7342538714962932,1.5169961301999757,z-score
-1.1076596260831622,0.17322271544640166,1.7080800499117716,z-score
-0.9373501002881048,0.748683331725378,1.5169961301999757,z-score
-0.6215678545431027,0.17047424683133794,1.5169961301999757,z-score
-0.27917474539262294,0.1378361820274556,1.2494786426034616,z-score
-0.3661035658505168,-0.44002934428970153,1.1348282907763843,z-score
0.38964495486504996,3.7376429506072255,-0.08810879537910914,z-score
-1.2300695977483593,-0.5451582688158906,-0.16454236326382746,z-score
-0.9071911217618965,-0.5496245303153693,0.06475834039032753,z-score
-0.3111077814791961,-0.5389742144319971,1.2112618586611026,z-score
-0.6623711784315018,1.1348431721418375,1.2112618586611026,z-score
0.31690859489007756,-0.5750478650047092,0.9437443710645883,z-score
0.15014718421575068,-0.5540907918148479,-1.005311609995729,z-score
-0.41755123510110687,3.4895936580977205,-0.08810879537910914,z-score
-1.0562119568325719,-0.13529288659450628,0.10297512433268668,z-score
0.08628111204260429,0.23128411493962367,0.3322758279868417,z-score
-0.6286640847845634,3.8980848060115725,0.9437443710645883,z-score
-0.6588230633107715,-0.14147694097839975,0.06475834039032753,z-score
-0.6020532213790857,3.6029679884691004,0.86731080317987,z-score
-0.3856181990145337,3.3769064448801056,-0.08810879537910914,z-score
1.0229835039154194,-0.6348270573823461,-1.9607312085547082,z-score
2.0466147162461286,1.589027610781125,-1.9607312085547082,z-score
-0.046773204984784225,3.6077778085454626,-0.04989201143674997,z-score
-0.4991578828779053,3.440808340180338,0.638010099525715,z-score
-0.4264215229029329,3.383777616417765,0.06475834039032753,z-score
-0.5718942428528776,3.8431154337102975,1.0201779389493066,z-score
0.13418066617246407,-0.17102297859033522,0.40870939587156,z-score
-0.2064383854176505,-0.14663031963164438,0.8290940192375108,z-score
0.8154187693526933,-0.44209069575099935,-0.47027663480270077,z-score
0.8899291868880308,-0.45171033590372256,0.6762268834680741,z-score
0.04015561547310965,-0.4520538944806055,-0.04989201143674997,z-score
0.3275529402522687,0.06122261938255307,0.25584226010212335,z-score
-0.1337020254426781,0.05675635788307448,-0.39384306691798243,z-score
-0.1496685434859647,-0.6337963816516972,-0.31740949903326415,z-score
0.8863810717673005,-0.4572072731338501,-0.8906612581686516,z-score
-0.8823543159167843,0.10691591010798827,-0.6231437705721374,z-score
0.8526739781203622,-0.4073912794858193,-0.31740949903326415,z-score
0.2619128105187572,-0.6303607958828674,0.17940869221740502,z-score
1.4771422393689055,0.8015913525653555,-1.9607312085547082,z-score
-0.4441620985065846,-0.6482258418807819,-1.9607312085547082,z-score
-0.7599443442515867,0.8307938316004081,-1.9607312085547082,z-score
1.4345648579201415,-0.6629988606867497,-1.9607312085547082,z-score
1.040724079519071,1.5608558074767211,-1.9607312085547082,z-score
1.2624812745647187,1.3962912491497783,-1.9607312085547082,z-score
3.329258332390154,-0.4314403798676273,0.17940869221740502,z-score
0.07741082424077826,-0.4472440744042439,0.638010099525715,z-score
-0.2756266302718925,0.15741902090978496,1.32591221048818,z-score
2.20805395423936,-0.7286185488713971,0.37049261192920085,z-score
0.15546935689684643,0.11997113602954101,0.7526604513527925,z-score
-0.24014547906458886,-0.7227780530643867,0.48514296375627836,z-score
1.8975938811754536,-0.6915142225680363,0.2940590440444825,z-score
0.24417223491510542,-0.434532407059574,0.9055275871222291,z-score
-1.1041115109624318,0.19211843717496496,0.02654155644796836,z-score
-1.1431407772904656,-0.5808883608117197,1.32591221048818,z-score
-0.733333480846109,-0.7080050342584188,-0.6995773384568558,z-score
-1.0721784748758585,-0.5575263775836777,0.2940590440444825,z-score
-0.6925301569577099,-0.5671460177364008,-0.47027663480270077,z-score
0.09515139984443001,-0.7203731430262058,-1.234612313649884,z-score
-0.1461204283652344,-0.7626308479828113,-0.9670948260533699,z-score
-0.2277270761420327,-0.7859928312108533,-0.47027663480270077,z-score
-0.869935912994228,-0.24076536969757836,-1.1199619618228065,z-score
-0.05564349278661025,-0.47507231913176456,0.2176254761597642,z-score
3.3505470231145353,-0.6966676012212808,1.1348282907763843,z-score
2.2062798966789945,0.12237604606772182,-0.04989201143674997,z-score
3.570530160599818,-0.06142779256466757,-0.47027663480270077,z-score
-0.3306224146432132,-0.07276522560180555,-0.5084934187450599,z-score
1.9419453201845829,0.16463375102432737,-0.3556262829756233,z-score
4.611901948534179,-0.06314558544908246,1.058394722891666,z-score
2.3144974078612703,0.13165212764356213,0.48514296375627836,z-score
-0.2153086732194764,-0.8550481051643304,0.7908772352951516,z-score
-0.3306224146432132,0.07736987249605279,0.14119190827504585,z-score
-0.5931829335772597,0.5734684575150628,1.32591221048818,z-score
-0.783007092536334,-0.5582134947374435,1.058394722891666,z-score
0.029511270110918475,-0.5987534068096341,-0.7377941223992149,z-score
-0.005969881096385004,-0.5657717834288689,-0.011675227494390806,z-score
0.0986995149651606,0.05606924072930855,0.40870939587156,z-score
0.3878708973046848,-0.5977227310789852,-0.39384306691798243,z-score
-0.5914088760168946,-0.48915822078396637,-0.7377941223992149,z-score
1.0531424824416273,-0.5850110637343152,-0.47027663480270077,z-score
1.0158872736739588,-0.5839803880036664,-0.2409759311485458,z-score
-0.28981909075481394,-0.4128882167159469,0.8290940192375108,z-score
-0.6676933511125973,0.13165212764356213,0.02654155644796836,z-score
-0.5807645306547036,-0.4747287605548816,0.7908772352951516,z-score
-0.6872079842766143,-0.5698944863514647,-0.011675227494390806,z-score
0.3754524943821285,-0.5901644423875598,-0.47027663480270077,z-score
0.12885849349136866,0.18284235559912487,-0.5084934187450599,z-score
-0.8681618554338628,-0.5485938545847204,-0.20275914720618662,z-score
-1.0313751509874594,0.23506325928533633,-0.04989201143674997,z-score
-0.880580258356419,-0.552372998930433,-0.6995773384568558,z-score
-0.4689989043516971,0.05366433069112775,0.14119190827504585,z-score
0.1430509539742901,0.14058465064251932,0.17940869221740502,z-score
-0.5470574370077651,0.14367667783446617,-0.47027663480270077,z-score
-0.8096179559418119,-0.09784500171426246,0.9437443710645883,z-score
-0.6588230633107715,3.3088818466572776,0.37049261192920085,z-score
0.16611370225903727,0.11859690172200915,0.4469261798139192,z-score
-0.1833756371329032,0.1333699205279769,0.14119190827504585,z-score
-0.4619026741102364,0.08905086411007379,0.86731080317987,z-score
-0.2756266302718925,3.2920474763900116,0.86731080317987,z-score
-0.3430408175657693,-0.09612720882984757,0.06475834039032753,z-score
1.0087910434324978,-0.7038823313358232,-1.9607312085547082,z-score
0.93073251077643,-0.705600124220238,-1.9607312085547082,z-score
0.49076623580586526,1.3636531843458959,-0.6613605545144966,z-score
-0.3306224146432132,-0.5300416914330399,-0.011675227494390806,z-score
0.5368917323753599,-0.5846675051574324,-0.16454236326382746,z-score
-0.31465589659992654,1.3241439480043542,-0.47027663480270077,z-score
-0.20111621273655492,0.23781172790040028,-1.0435283939380882,z-score
0.4535110270381967,4.351582127497095,0.02654155644796836,z-score
0.27255715588094803,-0.5472196202771885,-0.39384306691798243,z-score
-0.7386556535272046,-0.47885146347747726,0.9437443710645883,z-score
0.017092867188362164,3.4878758652133053,0.17940869221740502,z-score
-0.20111621273655492,-0.18751379028071785,0.8290940192375108,z-score
0.02596315499018819,-0.18888802458824971,0.2176254761597642,z-score
-0.33949270244503904,-0.41975938825360626,1.1730450747187433,z-score
-0.8646137403131324,-0.18029906016617545,0.8290940192375108,z-score
-0.7670405744930475,-0.14422540959346358,0.6762268834680741,z-score
0.19982079590597593,-0.4036121351401066,0.4469261798139192,z-score
0.06499242131822196,0.8287324801391102,-1.9607312085547082,z-score
-0.3057856087981005,0.33606948088892996,-1.9607312085547082,z-score
2.8857439422988587,0.34053574238840845,-1.9607312085547082,z-score
-0.5878607608961643,-0.6252074172296229,-1.9607312085547082,z-score
2.6639867472532113,0.34981182396424876,-1.9607312085547082,z-score
1.9774264713918865,0.7809778379523772,-1.9607312085547082,z-score
1.196841144831207,0.8651496892887052,-1.9607312085547082,z-score
0.03128532767128362,0.6593581017358056,-1.9607312085547082,z-score
0.2228835441907231,-0.6458209318426013,-1.0817451778804474,z-score
0.12353632081027291,0.09317356703266935,-0.5084934187450599,z-score
-0.3714257385316122,-0.4499925430193077,0.2940590440444825,z-score
-0.9196095246844529,0.14402023641134906,-0.8524444742262924,z-score
0.6468833011180013,0.13817974060433852,-1.0817451778804474,z-score
-1.008312402702712,-0.6207411557301442,0.25584226010212335,z-score
-0.5985051062583553,0.14230244352693433,0.5997933155833558,z-score
-0.27917474539262294,-0.4317839384445102,0.86731080317987,z-score
-0.39448848681635956,-0.46442200324839245,1.096611506834025,z-score
-0.6428565452674848,0.7768551350297817,1.2494786426034616,z-score
-0.8486472222698458,-0.4156366853310106,1.7462968338541307,z-score
-0.2756266302718925,-0.5722993963896454,1.287695426545821,z-score
-0.4689989043516971,0.7060820681918896,1.1348282907763843,z-score
-0.8273585315454636,-0.2046917191248664,0.5997933155833558,z-score
-0.5789904730943383,-0.4499925430193077,-0.5849269866297783,z-score
0.4038374153479714,-0.8839070256225,-1.9607312085547082,z-score
0.7089753157307825,-0.44312137148164826,-1.9607312085547082,z-score
0.09337734228406486,-0.8804714398536704,-1.9607312085547082,z-score
0.5156030416509779,-0.434188848482691,-1.9607312085547082,z-score
-0.32175212684138726,-0.5568392604299116,0.10297512433268668,z-score
-0.2915931483151791,-0.3153175808811831,0.48514296375627836,z-score
-0.21708273077984153,-0.3888391163341388,-0.1263255793214683,z-score
-1.0437935539100156,-0.3926182606798516,-0.279192715090905,z-score
-1.018956748064903,-0.5527165575073161,0.5997933155833558,z-score
-0.6854339267162493,0.07633919676540384,1.7462968338541307,z-score
-0.7794589774156037,-0.41941582967672325,1.1348282907763843,z-score
-0.05032132010551451,-0.3981151979099791,1.096611506834025,z-score
-0.6925301569577099,0.7040207167305916,1.058394722891666,z-score
-0.3253002419621176,-0.5808883608117197,0.25584226010212335,z-score
-0.6109235091809117,-0.43762443425152076,0.5233597476986375,z-score
-0.6286640847845634,-0.7921768855947467,-0.9288780421110108,z-score
-0.018388284018941315,-0.7176246744111421,-0.7377941223992149,z-score
-0.9320279276070093,-0.7128148543347804,-0.9670948260533699,z-score
-0.7599443442515867,-0.7014774212976425,-0.39384306691798243,z-score
-0.6765636389144234,-0.2156855935851215,-1.005311609995729,z-score
0.018866924748727306,-0.6042503440397617,-0.279192715090905,z-score
-0.1283798527615825,-0.2782132545778222,-0.4320598508603416,z-score
-0.8397769344680199,-0.7688149023667048,-0.5084934187450599,z-score
-0.33417052976394346,-0.8794407641230214,-1.9607312085547082,z-score
0.8544480356807274,-0.5589006118912095,-1.9607312085547082,z-score
-0.10886521959756564,-0.5850110637343152,-1.9607312085547082,z-score
0.3683562641406679,-0.6901399882605045,-1.9607312085547082,z-score
-0.4015847170578203,-0.7124712957578975,-1.9607312085547082,z-score
0.6770422796442094,-0.7262136388332163,-1.9607312085547082,z-score
0.6309167830747147,-0.8749745026235428,-1.9607312085547082,z-score
-1.157333237773387,-0.40498636944763855,-1.9607312085547082,z-score
1.0957198638903918,-0.8808149984305532,-1.9607312085547082,z-score
-0.35723327804869076,-0.5358821872400504,-1.9607312085547082,z-score
-0.1283798527615825,-0.5802012436579537,-1.9607312085547082,z-score
0.3594859763388419,-0.7313670174864609,-1.9607312085547082,z-score
0.07031459399931769,-0.7097228271428339,-1.9607312085547082,z-score
1.1826486843482857,-0.70697435852777,-1.9607312085547082,z-score
-0.3785219687730729,0.08698951264877589,-0.8524444742262924,z-score
0.487218120685135,-0.126703922172432,-0.39384306691798243,z-score
0.9396027985782561,0.09970117999344585,0.2176254761597642,z-score
-1.0704044173154934,0.1701306882544548,0.48514296375627836,z-score
0.4464147967967358,-0.6633424192636327,-0.279192715090905,z-score
-0.3377186448846739,-0.6372319674205269,0.40870939587156,z-score
0.44996291191746607,-0.47782078774682835,-0.8142276902839333,z-score
0.3878708973046848,-0.4716367333629349,0.7526604513527925,z-score
1.681158858810901,0.15501411087160416,0.86731080317987,z-score
1.886949535813262,0.6006095850888175,-0.04989201143674997,z-score
-0.6960782720784402,0.03133302319373456,-0.31740949903326415,z-score
1.22522606579705,0.7177630598059107,0.6762268834680741,z-score
2.0395184860046673,-0.11193090336646426,0.7526604513527925,z-score
1.1028160941318526,0.6250022440475084,0.5233597476986375,z-score
2.273694083972871,-0.45892506601826494,-0.2409759311485458,z-score
-0.1833756371329032,-0.6911706639911532,0.3322758279868417,z-score
-0.7014004447595358,-0.2778696960009393,-0.011675227494390806,z-score
-0.9870237119783298,-0.5626797562369222,-0.011675227494390806,z-score
-0.7209150779235528,3.628734881735323,0.10297512433268668,z-score
-0.8876764885978797,0.08870730553319077,0.5615765316409966,z-score
-0.23659736394385855,0.034425050385681416,-0.47027663480270077,z-score
-0.5789904730943383,-0.4554894802494352,0.4469261798139192,z-score
-0.14434637080486926,-0.600127641117166,1.6698632659694124,z-score
-0.14434637080486926,-0.434188848482691,1.822730401738849,z-score
-1.018956748064903,0.7418121601877185,1.593429698084694,z-score
-0.7883292652174296,0.6950881937316344,1.822730401738849,z-score
-0.5630239550510517,0.6734440033880075,1.2112618586611026,z-score
-0.8770321432356886,0.6497384615830822,1.4023457783728983,z-score
0.2920717890449652,-0.45995574174891385,0.14119190827504585,z-score
1.716640010018205,0.5528549429020845,0.4469261798139192,z-score
1.3476360374622474,0.629124946970104,0.8290940192375108,z-score
2.2346648176448376,-0.1490352296698252,-0.2409759311485458,z-score
0.4747997177625787,3.8788455257061263,1.2494786426034616,z-score
-0.5133503433608266,3.6342318189654508,0.2176254761597642,z-score
-1.0313751509874594,4.097348780603697,0.25584226010212335,z-score
-0.900094891520436,-0.38265506195024535,-0.5467102026874191,z-score
-0.6730155237936929,-0.5918822352719748,0.3322758279868417,z-score
-0.6464046603882151,-0.34829920426194827,-0.5849269866297783,z-score
-1.0757265899965889,-0.33696177122481025,0.06475834039032753,z-score
0.40028930022724113,0.16188528240926367,0.4469261798139192,z-score
-0.5594758399303215,4.212784462436374,0.7144436674104333,z-score
-0.4264215229029329,-0.41975938825360626,0.06475834039032753,z-score
-0.41932529266147217,0.10451100006980746,1.1730450747187433,z-score
-0.8025217257003512,0.1811245627147099,-0.1263255793214683,z-score
-1.0757265899965889,0.21513686182612407,0.37049261192920085,z-score
-0.5896348184565294,-0.17067942001345232,0.638010099525715,z-score
-1.0154086329441727,-0.09715788456049652,-0.011675227494390806,z-score
-0.03612885962259305,-0.4348759656364569,0.2176254761597642,z-score
0.15014718421575068,-0.4139188924465957,0.40870939587156,z-score
0.7728413879039289,0.03202014034750061,0.3322758279868417,z-score
0.1465990690950204,0.10691591010798827,0.5615765316409966,z-score
-0.2153086732194764,-0.4764465534392964,0.48514296375627836,z-score
-0.7936514378985251,-0.12361189498048528,-0.6231437705721374,z-score
0.24239817735473998,-0.22186964796901495,0.10297512433268668,z-score
-0.05386943522624511,-0.13529288659450628,-0.39384306691798243,z-score
-0.42287340778220245,-0.30260591353651317,-0.47027663480270077,z-score
-0.7971995530192555,-0.268937173001982,-0.04989201143674997,z-score
-0.32175212684138726,-0.5114895282813595,-0.279192715090905,z-score
-0.9373501002881048,-0.35448325864584174,-0.20275914720618662,z-score
-0.6464046603882151,-0.5589006118912095,-0.3556262829756233,z-score
-0.8894505461582448,3.3336180641928514,0.7526604513527925,z-score
-0.35723327804869076,3.473789963561104,0.4469261798139192,z-score
-0.781233034975969,3.4593605033320194,0.2176254761597642,z-score
0.04547778815420507,0.08046189968799952,-0.011675227494390806,z-score
0.08450705448223915,-0.14937878824670808,0.2176254761597642,z-score
-0.9462203880899307,0.16188528240926367,0.06475834039032753,z-score
-0.42819558046329803,-0.2253052337378447,0.4469261798139192,z-score
-0.1283798527615825,3.538378976015102,-0.011675227494390806,z-score
0.2228835441907231,-0.3946796121411494,1.1348282907763843,z-score
-0.3448148751261346,3.908735121894945,1.1730450747187433,z-score
0.029511270110918475,-0.46442200324839245,0.10297512433268668,z-score
-0.9657350212539475,-0.17308433005163312,0.3322758279868417,z-score
-0.43883992582548903,0.12718586614408342,0.14119190827504585,z-score
-0.9923458846594253,-0.5018698881286363,0.48514296375627836,z-score
-0.8397769344680199,-0.5884466495031451,0.14119190827504585,z-score
-0.9338019851673743,-0.47369808482423265,0.10297512433268668,z-score
-0.8823543159167843,-0.32768568964897005,-0.20275914720618662,z-score
-0.6765636389144234,-0.5671460177364008,0.638010099525715,z-score
-0.5204465736022873,-0.5128637625888913,-0.20275914720618662,z-score
-1.0845968777984145,-0.5819190365423685,-0.16454236326382746,z-score
-0.14257231324450395,0.6548918402363268,1.4023457783728983,z-score
-1.0952412231606057,0.14573802929576382,1.3641289944305393,z-score
-0.869935912994228,-0.4173544782154255,1.5169961301999757,z-score
-0.4104550048596463,0.5858365662828497,1.6698632659694124,z-score
-1.1537851226526568,-0.575391423581592,1.4023457783728983,z-score
-0.4140031199803766,0.04885451061476613,1.287695426545821,z-score
-0.3182040117206568,-0.35482681722272474,0.2176254761597642,z-score
-0.22950113370239783,-0.24866721696588673,-0.4320598508603416,z-score
-0.9550906758917566,-0.3582624029915545,-0.3556262829756233,z-score
-0.35013704780723004,-0.5922257938488577,-0.39384306691798243,z-score
-0.9426722729692004,0.1326828033742111,-0.20275914720618662,z-score
-1.2992578426026016,1.1771008770984428,0.638010099525715,z-score
-0.36255545072978634,-0.5485938545847204,0.9055275871222291,z-score
-0.3643295082901515,-0.5802012436579537,-0.6613605545144966,z-score
-1.1786219284977693,4.328563702845935,-0.16454236326382746,z-score
-1.1839441011788647,0.08527171976436101,1.2112618586611026,z-score
0.4162558182705277,4.047876345532549,0.02654155644796836,z-score
-1.0739525324362238,-0.5520294403535501,0.3322758279868417,z-score
-0.9817015392972342,4.2859624393124465,-0.31740949903326415,z-score
0.04370373059383993,1.1729781741758472,0.17940869221740502,z-score
-0.8717099705545931,0.048167393461000206,-0.8142276902839333,z-score
-0.6854339267162493,-0.49121957224526425,-0.31740949903326415,z-score
-0.683659869155884,0.04163978050022371,-0.279192715090905,z-score
-0.9657350212539475,-0.14594320247787834,0.3322758279868417,z-score
-0.6730155237936929,-0.11296157909711321,0.8290940192375108,z-score
0.21401325638889707,0.20379942878898608,0.7144436674104333,z-score
-0.733333480846109,-0.20056901620227083,0.5997933155833558,z-score
-0.2774006878322578,-0.3307777168409168,-0.2409759311485458,z-score
-0.48496542239498386,-0.28371019180794976,-0.47027663480270077,z-score
-0.4441620985065846,-0.34486361849311864,0.06475834039032753,z-score
-0.4015847170578203,-0.3328390683022146,0.06475834039032753,z-score
-0.36965168097124707,-0.4723238505167008,-0.5467102026874191,z-score
-0.9958939997801556,-0.5592441704680924,-0.31740949903326415,z-score
-0.7670405744930475,-0.268937173001982,0.4469261798139192,z-score
-0.900094891520436,0.7555545032630373,-1.9607312085547082,z-score
-0.1780534644518076,0.39241308749773723,-1.9607312085547082,z-score
1.4487573184030627,0.7297876099968145,-1.9607312085547082,z-score
1.9827486440729822,0.36355416703956756,-1.9607312085547082,z-score
0.5635025957808377,0.1148177573762965,-1.1581787457651658,z-score
-0.8628396827527671,1.468438550295202,0.9055275871222291,z-score
