title,description,price,category,timestamp,query_id,filter_category,filter_price_min,filter_price_max,filter_storage_type,cart,bought,brand,package_size,unit_of_measure,net_weight_oz,dimensions_in,storage_type,ingredients,allergens,nutrition_score,country_of_origin
Purely Good Ready To Heat Mac And Cheese - 10 oz (Regular Listing),Ready To Heat mac and cheese in a 10 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Ships as part of regular inventory.,10.42,Frozen,2026-03-12T05:09:40Z,q_000851,Frozen,1.89,15.90,Frozen,false,false,Purely Good,10 oz,oz,9.23,"4.0 x 5.5 x 6.2""",Frozen,"Salt, Prepared ingredients, Spices",Wheat,47,United States
FreshField Family Size Green Peas - 16 oz (Best Seller),Family Size green peas in a 16 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Consistently praised in customer feedback.,6.25,Frozen,2025-06-23T05:12:18Z,q_000851,Frozen,1.89,15.90,Frozen,false,false,FreshField,16 oz,oz,15.17,"3.3 x 7.0 x 6.0""",Frozen,"Salt, Spices, Prepared ingredients",Wheat,68,United States
Riverbend Caffeine Free Orange Juice - 12 ct (Highly Rated),Caffeine Free orange juice in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. Well liked by regular shoppers.,6.08,Beverages,2025-03-20T00:55:35Z,q_000852,Beverages,0.50,14.33,Refrigerated,false,false,Riverbend,12 ct,ct,153.07,"11.7 x 4.4 x 2.7""",Refrigerated,"Filtered water, Natural flavors",Tree nuts,40,United States
Harvest Lane Lightly Sweetened Coconut Water - 12 ct (Rarely Reordered),Lightly Sweetened coconut water in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. Received mixed feedback from shoppers.,3.88,Beverages,2025-03-18T16:52:41Z,q_000852,Beverages,0.50,14.33,Refrigerated,false,false,Harvest Lane,12 ct,ct,145.86,"6.3 x 3.1 x 3.2""",Refrigerated,"Filtered water, Natural flavors",None,24,United States
Riverbend Pulp Free Orange Juice - 12 fl oz (Discontinuing Soon),Pulp Free orange juice in a 12 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Rarely reordered by past customers.,9.44,Beverages,2025-09-15T23:20:58Z,q_000852,Beverages,0.50,14.33,Refrigerated,true,false,Riverbend,12 fl oz,fl oz,12.22,"10.3 x 2.4 x 4.0""",Refrigerated,"Filtered water, Natural flavors",Tree nuts,31,Italy
Daily Table Zero Sugar Green Tea - 12 fl oz (Rarely Reordered),Zero Sugar green tea in a 12 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. One of the less-repurchased items in its aisle.,3.00,Beverages,2026-01-26T15:24:44Z,q_000852,Beverages,0.50,14.33,Refrigerated,true,false,Daily Table,12 fl oz,fl oz,11.52,"6.0 x 2.5 x 4.3""",Refrigerated,"Natural flavors, Filtered water",Tree nuts,58,United States
Golden Acre Lightly Sweetened Cold Brew Coffee - 12 fl oz (Low Feedback),Lightly Sweetened cold brew coffee in a 12 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Received mixed feedback from shoppers.,1.66,Beverages,2025-08-18T17:56:47Z,q_000852,Beverages,0.50,14.33,Refrigerated,false,false,Golden Acre,12 fl oz,fl oz,12.30,"9.6 x 3.9 x 4.6""",Refrigerated,"Filtered water, Natural flavors",Tree nuts,72,United States
Cedar House Zero Sugar Sparkling Water - 32 fl oz (Regular Listing),Zero Sugar sparkling water in a 32 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Stocked as part of the regular lineup.,11.51,Beverages,2025-07-28T00:13:15Z,q_000852,Beverages,0.50,14.33,Refrigerated,false,false,Cedar House,32 fl oz,fl oz,31.82,"5.9 x 3.9 x 4.2""",Refrigerated,"Filtered water, Natural flavors",None,67,United States
North Star Foods Lightly Sweetened Green Tea - 64 fl oz (Shopper Favorite),Lightly Sweetened green tea in a 64 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. A dependable pick according to reviews.,4.86,Beverages,2025-05-19T20:48:25Z,q_000853,Beverages,0.50,15.34,Refrigerated,true,false,North Star Foods,64 fl oz,fl oz,63.49,"9.4 x 4.5 x 3.7""",Refrigerated,"Filtered water, Natural flavors",Tree nuts,68,United States
Blue Cart Zero Sugar Green Tea - 32 fl oz (Standard Listing),Zero Sugar green tea in a 32 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage.,2.29,Beverages,2024-12-14T15:20:11Z,q_000853,Beverages,0.50,15.34,Refrigerated,false,false,Blue Cart,32 fl oz,fl oz,32.70,"6.6 x 2.8 x 4.3""",Refrigerated,"Natural flavors, Filtered water",None,26,United States
FreshField Zero Sugar Cranberry Juice - 32 fl oz (Shopper Favorite),Zero Sugar cranberry juice in a 32 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Well liked by regular shoppers.,10.22,Beverages,2026-02-13T14:24:30Z,q_000853,Beverages,0.50,15.34,Refrigerated,false,false,FreshField,32 fl oz,fl oz,31.51,"6.3 x 3.9 x 2.8""",Refrigerated,"Natural flavors, Filtered water",None,84,Peru
Harvest Lane Unsweetened Cold Brew Coffee - 64 fl oz (Best Seller),Unsweetened cold brew coffee in a 64 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Frequently reordered by returning customers.,4.04,Beverages,2025-08-16T13:39:08Z,q_000853,Beverages,0.50,15.34,Refrigerated,true,true,Harvest Lane,64 fl oz,fl oz,62.05,"11.2 x 4.3 x 4.4""",Refrigerated,"Filtered water, Natural flavors",None,31,Canada
Cedar House Caffeine Free Cola - 12 ct (Limited Feedback),Caffeine Free cola in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. Limited customer feedback so far.,5.88,Beverages,2025-03-24T17:04:40Z,q_000854,Beverages,0.57,13.10,Refrigerated,false,false,Cedar House,12 ct,ct,136.97,"6.3 x 4.0 x 2.0""",Refrigerated,"Filtered water, Natural flavors",None,43,United States
Oak & Grain Unsweetened Cranberry Juice - 12 fl oz (Limited Feedback),Unsweetened cranberry juice in a 12 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. A newer addition to the catalog.,5.99,Beverages,2024-10-21T08:50:30Z,q_000854,Beverages,0.57,13.10,Refrigerated,true,false,Oak & Grain,12 fl oz,fl oz,13.16,"11.7 x 4.3 x 3.9""",Refrigerated,"Natural flavors, Filtered water",Tree nuts,59,United States
Purely Good Lightly Sweetened Lemonade - 32 fl oz (Low Feedback),Lightly Sweetened lemonade in a 32 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Received mixed feedback from shoppers.,1.57,Beverages,2025-04-19T22:49:00Z,q_000854,Beverages,0.57,13.10,Refrigerated,false,false,Purely Good,32 fl oz,fl oz,32.28,"11.8 x 4.8 x 3.5""",Refrigerated,"Filtered water, Natural flavors",None,53,United States
Riverbend Unsweetened Sports Drink - 32 fl oz (Recently Added),Unsweetened sports drink in a 32 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. A newer addition to the catalog.,5.58,Beverages,2024-08-13T15:07:46Z,q_000854,Beverages,0.57,13.10,Refrigerated,false,false,Riverbend,32 fl oz,fl oz,35.68,"8.1 x 3.6 x 2.8""",Refrigerated,"Filtered water, Natural flavors",Tree nuts,42,Chile
Riverbend Caffeine Free Green Tea - 32 fl oz (Standard Listing),Caffeine Free green tea in a 32 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Available for standard online ordering.,6.85,Beverages,2024-07-28T18:07:58Z,q_000854,Beverages,0.57,13.10,Refrigerated,true,false,Riverbend,32 fl oz,fl oz,32.28,"6.9 x 2.3 x 4.3""",Refrigerated,"Natural flavors, Filtered water",None,29,United States
Green Fork Pulp Free Sports Drink - 32 fl oz (New Listing),Pulp Free sports drink in a 32 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. A newer addition to the catalog.,9.55,Beverages,2024-11-26T23:19:13Z,q_000854,Beverages,0.57,13.10,Refrigerated,false,false,Green Fork,32 fl oz,fl oz,31.37,"12.0 x 2.6 x 4.9""",Refrigerated,"Filtered water, Natural flavors",Tree nuts,42,Spain
FreshField Zero Sugar Sports Drink - 64 fl oz (Highly Rated),Zero Sugar sports drink in a 64 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Often recommended by repeat customers.,8.39,Beverages,2025-03-01T16:21:09Z,q_000854,Beverages,0.57,13.10,Refrigerated,true,false,FreshField,64 fl oz,fl oz,69.81,"8.1 x 4.2 x 3.7""",Refrigerated,"Natural flavors, Filtered water",None,50,Canada
Purely Good Lightly Sweetened Coconut Water - 12 fl oz (Recently Added),Lightly Sweetened coconut water in a 12 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Feedback on this listing is still limited.,1.51,Beverages,2025-08-22T12:56:15Z,q_000854,Beverages,0.57,13.10,Refrigerated,false,false,Purely Good,12 fl oz,fl oz,13.23,"6.5 x 3.0 x 2.3""",Refrigerated,"Natural flavors, Filtered water",None,37,United States
Blue Cart Heavy Duty Sponges - 6 ct (Unrated Listing),Heavy Duty sponges in a 6 ct package for online grocery orders. Listed under household and intended for ambient storage. Recently added to the online catalog.,15.58,Household,2024-08-26T05:11:25Z,q_000855,Household,1.91,28.40,Ambient,false,false,Blue Cart,6 ct,ct,40.41,"10.6 x 7.2 x 7.7""",Ambient,Household materials,None,0,United States
Market Pantry Co. Lemon Scent Fabric Softener - 6 ct (New Listing),Lemon Scent fabric softener in a 6 ct package for online grocery orders. Listed under household and intended for ambient storage. Feedback on this listing is still limited.,14.00,Household,2024-12-16T11:25:55Z,q_000855,Household,1.91,28.40,Ambient,false,false,Market Pantry Co.,6 ct,ct,38.88,"5.7 x 3.5 x 4.9""",Ambient,Household materials,None,0,United States
Market Pantry Co. Recycled Toilet Paper - 50 fl oz (Clearance Listing),Recycled toilet paper in a 50 fl oz package for online grocery orders. Listed under household and intended for ambient storage. One of the less-repurchased items in its aisle.,13.93,Household,2025-02-05T04:12:26Z,q_000855,Household,1.91,28.40,Ambient,false,false,Market Pantry Co.,50 fl oz,fl oz,51.07,"8.4 x 6.2 x 5.4""",Ambient,Household materials,None,0,United States
Green Fork Recycled Toilet Paper - 50 fl oz (New Listing),Recycled toilet paper in a 50 fl oz package for online grocery orders. Listed under household and intended for ambient storage. A newer addition to the catalog.,17.20,Household,2026-03-12T14:53:52Z,q_000855,Household,1.91,28.40,Ambient,false,false,Green Fork,50 fl oz,fl oz,53.35,"8.0 x 6.1 x 7.2""",Ambient,Household materials,None,0,United States
Blue Cart Unscented Trash Bags - 1 ct (Regular Listing),Unscented trash bags in a 1 ct package for online grocery orders. Listed under household and intended for ambient storage. Available for standard online ordering.,24.08,Household,2024-10-20T15:11:11Z,q_000855,Household,1.91,28.40,Ambient,false,false,Blue Cart,1 ct,ct,9.49,"14.5 x 5.6 x 1.5""",Ambient,Household materials,None,0,United States
Blue Cart Unscented Aluminum Foil - 12 ct (Customer Favorite),Unscented aluminum foil in a 12 ct package for online grocery orders. Listed under household and intended for ambient storage. Frequently reordered by returning customers.,19.26,Household,2025-10-20T08:47:09Z,q_000855,Household,1.91,28.40,Ambient,true,true,Blue Cart,12 ct,ct,74.08,"5.6 x 3.9 x 4.1""",Ambient,Household materials,None,0,United States
Purely Good Multi Surface Surface Cleaner - 50 fl oz (#1 Pick),Multi Surface surface cleaner in a 50 fl oz package for online grocery orders. Listed under household and intended for ambient storage. Consistently praised in customer feedback.,11.24,Household,2026-07-05T06:02:54Z,q_000856,Household,2.23,28.12,Ambient,true,true,Purely Good,50 fl oz,fl oz,52.99,"11.7 x 10.4 x 3.1""",Ambient,Household materials,None,0,United States
Harvest Lane Lemon Scent Trash Bags - 1 ct (Customer Favorite),Lemon Scent trash bags in a 1 ct package for online grocery orders. Listed under household and intended for ambient storage. Frequently reordered by returning customers.,6.92,Household,2025-10-12T18:54:07Z,q_000856,Household,2.23,28.12,Ambient,true,true,Harvest Lane,1 ct,ct,9.80,"9.4 x 6.9 x 3.9""",Ambient,Household materials,None,0,United States
Daily Table Recycled Dish Soap - 12 ct (Discontinuing Soon),Recycled dish soap in a 12 ct package for online grocery orders. Listed under household and intended for ambient storage. One of the less-repurchased items in its aisle.,11.28,Household,2024-12-05T19:19:59Z,q_000856,Household,2.23,28.12,Ambient,false,false,Daily Table,12 ct,ct,77.63,"10.3 x 5.5 x 2.5""",Ambient,Household materials,None,0,United States
Sunny Basket Family Pack Chicken Breast - 2 lb (Regular Listing),Family Pack chicken breast in a 2 lb package for online grocery orders. Listed under meat and intended for refrigerated storage. Available for standard online ordering.,20.12,Meat,2026-02-04T21:54:25Z,q_000857,Meat,3.88,23.74,Refrigerated,false,false,Sunny Basket,2 lb,lb,30.81,"2.1 x 12.1 x 7.7""",Refrigerated,"Salt, Meat",None,43,United States
Valley Select Family Pack Ground Turkey - 1.5 lb (Popular Choice),Family Pack ground turkey in a 1.5 lb package for online grocery orders. Listed under meat and intended for refrigerated storage. Well liked by regular shoppers.,6.01,Meat,2025-10-31T07:26:50Z,q_000857,Meat,3.88,23.74,Refrigerated,false,false,Valley Select,1.5 lb,lb,22.35,"2.6 x 9.7 x 3.0""",Refrigerated,"Salt, Meat",None,65,United States
Corner Market Sensitive Skin Lotion - 16 fl oz (Clearance Listing),Sensitive Skin lotion in a 16 fl oz package for online grocery orders. Listed under personal care and intended for ambient storage. Received mixed feedback from shoppers.,5.86,Personal Care,2025-01-07T04:31:32Z,q_000858,Personal Care,0.88,18.16,Ambient,false,false,Corner Market,16 fl oz,fl oz,15.41,"9.8 x 3.6 x 5.0""",Ambient,Personal care formula,None,0,United States
Corner Market Hydrating Body Wash - 3 oz (Best Seller),Hydrating body wash in a 3 oz package for online grocery orders. Listed under personal care and intended for ambient storage. Consistently praised in customer feedback.,10.57,Personal Care,2025-07-15T01:26:26Z,q_000858,Personal Care,0.88,18.16,Ambient,true,true,Corner Market,3 oz,oz,2.80,"11.9 x 4.3 x 3.7""",Ambient,Personal care formula,None,0,Vietnam
Market Pantry Co. Sensitive Skin Mouthwash - 12 fl oz (Highly Rated),Sensitive Skin mouthwash in a 12 fl oz package for online grocery orders. Listed under personal care and intended for ambient storage. Well liked by regular shoppers.,2.71,Personal Care,2026-06-09T06:18:05Z,q_000858,Personal Care,0.88,18.16,Ambient,false,false,Market Pantry Co.,12 fl oz,fl oz,11.64,"6.6 x 2.5 x 3.4""",Ambient,Personal care formula,None,0,United States
Riverbend Multi Surface Trash Bags - 12 ct (Clearance Listing),Multi Surface trash bags in a 12 ct package for online grocery orders. Listed under household and intended for ambient storage. Received mixed feedback from shoppers.,15.43,Household,2026-07-03T18:41:59Z,q_000859,Household,1.95,28.27,Ambient,false,false,Riverbend,12 ct,ct,72.32,"8.4 x 3.9 x 4.1""",Ambient,Household materials,None,0,United States
Green Fork Unscented Freezer Bags - 6 ct (Discontinuing Soon),Unscented freezer bags in a 6 ct package for online grocery orders. Listed under household and intended for ambient storage. Rarely reordered by past customers.,18.08,Household,2025-04-10T01:08:21Z,q_000859,Household,1.95,28.27,Ambient,false,false,Green Fork,6 ct,ct,37.10,"15.8 x 7.2 x 7.2""",Ambient,Household materials,None,0,United States
Cedar House Lemon Scent Fabric Softener - 1 ct (#1 Pick),Lemon Scent fabric softener in a 1 ct package for online grocery orders. Listed under household and intended for ambient storage. Consistently praised in customer feedback.,20.37,Household,2026-07-03T20:10:14Z,q_000859,Household,1.95,28.27,Ambient,true,true,Cedar House,1 ct,ct,9.23,"12.2 x 7.2 x 7.5""",Ambient,Household materials,None,0,United States
Market Pantry Co. Unscented Sponges - 12 ct (Regular Listing),Unscented sponges in a 12 ct package for online grocery orders. Listed under household and intended for ambient storage. Ships as part of regular inventory.,13.54,Household,2026-03-22T02:54:18Z,q_000859,Household,1.95,28.27,Ambient,false,false,Market Pantry Co.,12 ct,ct,73.02,"7.3 x 6.2 x 4.9""",Ambient,Household materials,None,0,Vietnam
Sunny Basket Washed Avocados - 1 lb (Unrated Listing),Washed avocados in a 1 lb package for online grocery orders. Listed under produce and intended for refrigerated storage. Limited customer feedback so far.,2.47,Produce,2025-07-05T21:22:04Z,q_000860,Produce,1.16,12.14,Refrigerated,false,false,Sunny Basket,1 lb,lb,14.82,"2.7 x 5.7 x 3.6""",Refrigerated,Whole produce,None,90,United States
Valley Select Ripe Mini Cucumbers - 12 oz (Popular Choice),Ripe mini cucumbers in a 12 oz package for online grocery orders. Listed under produce and intended for refrigerated storage. A dependable pick according to reviews.,4.63,Produce,2024-08-01T23:52:12Z,q_000860,Produce,1.16,12.14,Refrigerated,false,false,Valley Select,12 oz,oz,12.59,"1.1 x 4.4 x 4.4""",Refrigerated,Whole produce,None,83,Chile
Purely Good Washed Sweet Potatoes - 2 lb (Standard Listing),Washed sweet potatoes in a 2 lb package for online grocery orders. Listed under produce and intended for refrigerated storage. Ships as part of regular inventory.,1.81,Produce,2025-11-01T08:32:08Z,q_000860,Produce,1.16,12.14,Refrigerated,false,false,Purely Good,2 lb,lb,31.66,"4.9 x 12.9 x 7.5""",Refrigerated,Whole produce,None,92,Spain
FreshField Washed Grape Tomatoes - 1 lb (Clearance Listing),Washed grape tomatoes in a 1 lb package for online grocery orders. Listed under produce and intended for refrigerated storage. Marked for limited future availability.,5.93,Produce,2026-04-30T05:01:55Z,q_000860,Produce,1.16,12.14,Refrigerated,false,false,FreshField,1 lb,lb,16.55,"3.8 x 7.7 x 6.6""",Refrigerated,Whole produce,None,89,United States
Valley Select Ripe Baby Spinach - 12 oz (Popular Choice),Ripe baby spinach in a 12 oz package for online grocery orders. Listed under produce and intended for refrigerated storage. A dependable pick according to reviews.,2.96,Produce,2024-09-10T04:48:29Z,q_000860,Produce,1.16,12.14,Refrigerated,false,false,Valley Select,12 oz,oz,11.11,"1.2 x 5.0 x 2.1""",Refrigerated,Whole produce,None,95,Italy
Harvest Lane Low Sodium Pasta Sauce - 12 oz (Regular Listing),Low Sodium pasta sauce in a 12 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Stocked as part of the regular lineup.,7.12,Pantry,2024-12-09T13:41:08Z,q_000861,Pantry,1.03,17.17,Ambient,false,false,Harvest Lane,12 oz,oz,12.01,"3.6 x 5.9 x 5.9""",Ambient,"Natural flavors, Prepared ingredients, Salt",None,67,United States
Cedar House Classic Olive Oil - 32 oz (Current Stock),Classic olive oil in a 32 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Stocked as part of the regular lineup.,8.23,Pantry,2024-11-15T02:24:44Z,q_000861,Pantry,1.03,17.17,Ambient,false,false,Cedar House,32 oz,oz,34.26,"4.7 x 9.8 x 5.6""",Ambient,"Prepared ingredients, Salt, Natural flavors",Soy,49,United States
Oak & Grain Creamy Tomato Soup - 12 oz (Recently Added),Creamy tomato soup in a 12 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Limited customer feedback so far.,1.69,Pantry,2025-10-21T02:34:23Z,q_000861,Pantry,1.03,17.17,Ambient,false,false,Oak & Grain,12 oz,oz,12.43,"2.2 x 3.6 x 4.2""",Ambient,"Salt, Natural flavors, Prepared ingredients",Wheat,61,United States
Sunny Basket Gluten Free Spaghetti - 12 oz (Shopper Favorite),Gluten Free spaghetti in a 12 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Well liked by regular shoppers.,2.59,Pantry,2026-07-06T20:40:27Z,q_000861,Pantry,1.03,17.17,Ambient,true,false,Sunny Basket,12 oz,oz,11.53,"2.7 x 6.5 x 3.8""",Ambient,"Salt, Natural flavors, Prepared ingredients",Wheat,54,United States
Cedar House Gluten Free Peanut Butter - 12 oz,Gluten Free peanut butter in a 12 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Stocked as part of the regular lineup.,10.48,Pantry,2025-03-29T17:59:31Z,q_000861,Pantry,1.03,17.17,Ambient,false,false,Cedar House,12 oz,oz,12.57,"2.1 x 8.9 x 6.7""",Ambient,"Prepared ingredients, Salt, Natural flavors",Peanuts,34,Italy
Valley Select Low Sodium Pasta Sauce - 32 oz (Popular Choice),Low Sodium pasta sauce in a 32 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Often recommended by repeat customers.,1.82,Pantry,2024-08-17T03:48:30Z,q_000861,Pantry,1.03,17.17,Ambient,false,false,Valley Select,32 oz,oz,33.51,"7.5 x 7.5 x 12.5""",Ambient,"Prepared ingredients, Salt, Natural flavors",Soy,39,Peru
Valley Select Family Pack Sourdough Loaf - 20 oz (Shopper Favorite),Family Pack sourdough loaf in a 20 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Often recommended by repeat customers.,3.20,Bakery,2025-07-29T20:48:47Z,q_000862,Bakery,1.29,9.43,Ambient,false,false,Valley Select,20 oz,oz,19.84,"3.9 x 8.1 x 6.5""",Ambient,"Wheat flour, Sugar, Salt, Yeast, Water",Wheat,36,United States
Corner Market Fresh Baked Pita Pockets - 6 ct (Recently Added),Fresh Baked pita pockets in a 6 ct package for online grocery orders. Listed under bakery and intended for ambient storage. A newer addition to the catalog.,5.32,Bakery,2024-10-29T04:17:11Z,q_000862,Bakery,1.29,9.43,Ambient,false,false,Corner Market,6 ct,ct,14.38,"1.9 x 5.7 x 5.0""",Ambient,"Yeast, Wheat flour, Water, Sugar, Salt",Wheat,54,United States
Harvest Lane Artisan Pita Pockets - 6 ct (#1 Pick),Artisan pita pockets in a 6 ct package for online grocery orders. Listed under bakery and intended for ambient storage. Rated highly by shoppers for consistent quality.,4.82,Bakery,2024-08-29T18:14:51Z,q_000862,Bakery,1.29,9.43,Ambient,true,true,Harvest Lane,6 ct,ct,13.63,"3.3 x 4.4 x 4.9""",Ambient,"Salt, Water, Wheat flour, Sugar, Yeast",Wheat,55,United States
Corner Market Family Pack Brioche Buns - 12 oz (Top Rated),Family Pack brioche buns in a 12 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Frequently reordered by returning customers.,7.42,Bakery,2026-06-20T05:51:42Z,q_000862,Bakery,1.29,9.43,Ambient,true,true,Corner Market,12 oz,oz,12.75,"3.1 x 3.7 x 2.1""",Ambient,"Sugar, Salt, Wheat flour, Water, Yeast",Wheat,38,Spain
Golden Acre Soft Croissants - 20 oz,Soft croissants in a 20 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Available for standard online ordering.,2.34,Bakery,2024-07-12T09:29:57Z,q_000862,Bakery,1.29,9.43,Ambient,false,false,Golden Acre,20 oz,oz,19.94,"3.9 x 7.5 x 6.3""",Ambient,"Salt, Sugar, Water, Wheat flour, Yeast",Wheat,38,United States
Oak & Grain Sliced Whole Wheat Bread - 20 oz (Recently Added),Sliced whole wheat bread in a 20 oz package for online grocery orders. Listed under bakery and intended for ambient storage. A newer addition to the catalog.,2.72,Bakery,2025-05-26T13:14:34Z,q_000862,Bakery,1.29,9.43,Ambient,false,false,Oak & Grain,20 oz,oz,18.66,"2.7 x 5.4 x 4.4""",Ambient,"Wheat flour, Yeast, Water, Sugar, Salt",Wheat,68,United States
Blue Cart Fresh Baked Croissants - 6 ct (Highly Rated),Fresh Baked croissants in a 6 ct package for online grocery orders. Listed under bakery and intended for ambient storage. Well liked by regular shoppers.,7.01,Bakery,2026-03-12T01:04:56Z,q_000862,Bakery,1.29,9.43,Ambient,false,false,Blue Cart,6 ct,ct,13.73,"3.7 x 3.7 x 4.8""",Ambient,"Water, Wheat flour, Sugar, Yeast, Salt",Wheat,55,United States
Riverbend Fragrance Free Apple Banana Pouches - 32 oz,Fragrance Free apple banana pouches in a 32 oz package for online grocery orders. Listed under baby and intended for refrigerated storage. Available for standard online ordering.,34.75,Baby,2024-07-31T14:02:19Z,q_000863,Baby,0.60,36.16,Refrigerated,false,false,Riverbend,32 oz,oz,32.02,"12.0 x 10.3 x 6.1""",Refrigerated,Baby-safe ingredients,None,63,United States
Riverbend Gentle Formula Powder - 8 oz (Top Rated),Gentle formula powder in a 8 oz package for online grocery orders. Listed under baby and intended for refrigerated storage. Consistently praised in customer feedback.,32.98,Baby,2026-04-22T05:33:59Z,q_000863,Baby,0.60,36.16,Refrigerated,false,false,Riverbend,8 oz,oz,7.71,"11.2 x 7.0 x 5.6""",Refrigerated,Baby-safe ingredients,Milk,61,Chile
FreshField Organic Training Pants - 8 oz (#1 Pick),Organic training pants in a 8 oz package for online grocery orders. Listed under baby and intended for refrigerated storage. Rated highly by shoppers for consistent quality.,25.50,Baby,2026-04-04T12:56:26Z,q_000863,Baby,0.60,36.16,Refrigerated,true,true,FreshField,8 oz,oz,8.53,"4.8 x 6.0 x 3.7""",Refrigerated,Baby-safe ingredients,Soy,68,United States
Riverbend Gentle Infant Cereal - 8 oz (New Listing),Gentle infant cereal in a 8 oz package for online grocery orders. Listed under baby and intended for refrigerated storage. A newer addition to the catalog.,5.37,Baby,2025-10-07T03:39:04Z,q_000863,Baby,0.60,36.16,Refrigerated,false,false,Riverbend,8 oz,oz,7.75,"15.5 x 9.2 x 5.3""",Refrigerated,Baby-safe ingredients,Soy,68,United States
Market Pantry Co. Organic Formula Powder - 8 oz (Well Reviewed),Organic formula powder in a 8 oz package for online grocery orders. Listed under baby and intended for refrigerated storage. Generally receives positive feedback.,10.99,Baby,2025-05-20T23:23:38Z,q_000863,Baby,0.60,36.16,Refrigerated,false,false,Market Pantry Co.,8 oz,oz,8.09,"13.8 x 3.2 x 5.2""",Refrigerated,Baby-safe ingredients,Soy,73,United States
Cedar House Low Sodium Olive Oil - 12 oz (Low Feedback),Low Sodium olive oil in a 12 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Received mixed feedback from shoppers.,11.59,Pantry,2025-01-26T17:04:56Z,q_000864,Pantry,0.97,18.21,Ambient,false,false,Cedar House,12 oz,oz,12.12,"1.8 x 4.9 x 6.6""",Ambient,"Natural flavors, Salt, Prepared ingredients",Peanuts,58,United States
Sunny Basket Creamy Maple Syrup - 15 oz (Regular Listing),Creamy maple syrup in a 15 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Ships as part of regular inventory.,6.30,Pantry,2025-06-08T21:13:13Z,q_000864,Pantry,0.97,18.21,Ambient,false,false,Sunny Basket,15 oz,oz,15.56,"2.0 x 6.2 x 4.4""",Ambient,"Salt, Natural flavors, Prepared ingredients",Peanuts,49,United States
Market Pantry Co. Lightly Sweetened Almond Milk - 12 ct (Rarely Reordered),Lightly Sweetened almond milk in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. One of the less-repurchased items in its aisle.,5.00,Beverages,2026-05-19T13:00:58Z,q_000865,Beverages,0.50,15.99,Refrigerated,false,false,Market Pantry Co.,12 ct,ct,151.35,"6.5 x 2.5 x 2.6""",Refrigerated,"Natural flavors, Filtered water",Tree nuts,24,United States
Valley Select Caffeine Free Sports Drink - 64 fl oz (Best Seller),Caffeine Free sports drink in a 64 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Frequently reordered by returning customers.,8.06,Beverages,2024-11-27T03:02:20Z,q_000865,Beverages,0.50,15.99,Refrigerated,true,true,Valley Select,64 fl oz,fl oz,66.75,"7.8 x 3.2 x 4.2""",Refrigerated,"Natural flavors, Filtered water",Tree nuts,50,United States
Sunny Basket Caffeine Free Almond Milk - 12 fl oz (Regular Listing),Caffeine Free almond milk in a 12 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Stocked as part of the regular lineup.,8.69,Beverages,2025-02-10T07:52:28Z,q_000865,Beverages,0.50,15.99,Refrigerated,false,false,Sunny Basket,12 fl oz,fl oz,13.43,"5.1 x 2.5 x 3.7""",Refrigerated,"Natural flavors, Filtered water",Tree nuts,22,United States
